County	Soil Code	Soil Description	Soil Description
Mahaska County	76C	Ladoga silt loam, 5 to 9 percent slopes	79
Mahaska County	76C2	Ladoga silt loam, 5 to 9 percent slopes, eroded	75
Mahaska County	76D	Ladoga silt loam, 9 to 14 percent slopes	55
Mahaska County	76D2	Ladoga silt loam, 9 to 14 percent slopes, eroded	49
Mahaska County	80B	Clinton silt loam, 2 to 5 percent slopes	80
Mahaska County	80C	Clinton silt loam, 5 to 9 percent slopes	72
Mahaska County	80C2	Clinton silt loam, 5 to 9 percent slopes, eroded	69
Mahaska County	80D2	Clinton silt loam, 9 to 14 percent slopes, eroded	46
Mahaska County	80D3	Clinton silty clay loam, 9 to 14 percent slopes, severely eroded	39
Mahaska County	80E2	Clinton silt loam, 14 to 18 percent slopes, eroded	35
Mahaska County	88	Nevin silty clay loam, 0 to 2 percent slopes	92
Mahaska County	98	Huntsville silt loam, 0 to 2 percent slopes	90
Mahaska County	122	Sperry silt loam, depressional, 0 to 1 percent slopes	36
Mahaska County	131B	Pershing silt loam, 2 to 5 percent slopes	70
Mahaska County	131C2	Pershing silt loam, 5 to 9 percent slopes, moderately eroded	62
Mahaska County	132C2	Weller silt loam, 5 to 9 percent slopes, moderately eroded	59
Mahaska County	133	Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded	78
Mahaska County	133+	Colo silt loam, 0 to 2 percent slopes, occasionally flooded, overwash	78
Mahaska County	133B	Colo silty clay loam, 2 to 5 percent slopes, occasionally flooded	75
Mahaska County	179D2	Gara loam, 9 to 14 percent slopes, moderately eroded	44
Mahaska County	179E2	Gara loam, 14 to 18 percent slopes, moderately eroded	34
Mahaska County	179F2	Gara loam, 18 to 25 percent slopes, moderately eroded	18
Mahaska County	208	Landes fine sandy loam, 0 to 2 percent slopes	45
Mahaska County	210G	Boone fine sandy loam, 18 to 40 percent slopes	5
Mahaska County	212	Kennebec silt loam, 0 to 2 percent slopes	92
Mahaska County	220	Nodaway silt loam, 0 to 2 percent slopes	76
Mahaska County	222C	Clarinda silty clay loam, 5 to 9 percent slopes	41
Mahaska County	222C2	Clarinda silty clay loam, 5 to 9 percent slopes, moderately eroded	38
Mahaska County	222D2	Clarinda silty clay loam, 9 to 14 percent slopes, moderately eroded	12
Mahaska County	248	Zook silty clay loam, depressional, 0 to 1 percent slopes	56
Mahaska County	269	Humeston silt loam, 0 to 2 percent slopes	70
Mahaska County	270	Spillville loam, sandy substratum, 0 to 2 percent slopes	79
Mahaska County	273B	Olmitz loam, 2 to 5 percent slopes	89
Mahaska County	273C	Olmitz loam, 5 to 9 percent slopes	80
Mahaska County	279	Taintor silty clay loam, 0 to 2 percent slopes	83
Mahaska County	280	Mahaska silty clay loam, 0 to 2 percent slopes	94
Mahaska County	280B	Mahaska silty clay loam, 2 to 5 percent slopes	89
Mahaska County	281B	Otley silty clay loam, 2 to 5 percent slopes	91
Mahaska County	281C	Otley silty clay loam, 5 to 9 percent slopes	85
Mahaska County	281C2	Otley silty clay loam, 5 to 9 percent slopes, eroded	82
Mahaska County	281D	Otley silty clay loam, 9 to 14 percent slopes	59
Mahaska County	281D2	Otley silty clay loam, 9 to 14 percent slopes, eroded	54
Mahaska County	284	Flagler fine sandy loam, 0 to 2 percent slopes	55
Mahaska County	293C2	Chelsea-Clinton complex, 5 to 9 percent slopes, eroded	36
Mahaska County	293D2	Chelsea-Clinton complex, 9 to 14 percent slopes, eroded	25
Mahaska County	293E2	Chelsea-Clinton complex, 14 to 18 percent slopes, eroded	18
Mahaska County	315	Nodaway-Alluvial land complex, 0 to 2 percent slopes	5
Mahaska County	362	Haig silt loam, 0 to 2 percent slopes	83
Mahaska County	364B	Grundy silty clay loam, 2 to 5 percent slopes	72
Mahaska County	364C2	Grundy silty clay loam, 5 to 9 percent slopes, moderately eroded	63
Mahaska County	412G	Emeline loam, 18 to 40 percent slopes	5
Mahaska County	422	Amana silty clay loam, 0 to 2 percent slopes	92
Mahaska County	424D2	Lindley-Keswick complex, 9 to 14 percent slopes, moderately eroded	26
Mahaska County	424E2	Lindley-Keswick complex, 14 to 18 percent slopes, moderately eroded	19
Mahaska County	428B	Ely silty clay loam, 2 to 5 percent slopes	88
Mahaska County	442C2	Sparta-Otley complex, 5 to 9 percent slopes, moderately eroded	53
Mahaska County	442D2	Sparta-Otley complex, 9 to 14 percent slopes, moderately eroded	30
Mahaska County	451D2	Caleb loam, 9 to 14 percent slopes, moderately eroded	50
Mahaska County	451E2	Caleb loam, 14 to 18 percent slopes, moderately eroded	38
Mahaska County	451F2	Caleb loam, 18 to 25 percent slopes, moderately eroded	22
Mahaska County	453	Tuskeego silt loam, 0 to 2 percent slopes	80
Mahaska County	467	Radford silt loam, 0 to 2 percent slopes	78
Mahaska County	485	Spillville loam, 0 to 2 percent slopes, occasionally flooded	76
Mahaska County	489	Ossian silt loam, 0 to 2 percent slopes	87
Mahaska County	570B	Nira silty clay loam, 2 to 5 percent slopes	81
Mahaska County	570C	Nira silty clay loam, 5 to 9 percent slopes	76
Mahaska County	570C2	Nira silty clay loam, 5 to 9 percent slopes, moderately eroded	72
Mahaska County	571B	Hedrick silt loam, 2 to 5 percent slopes	85
Mahaska County	571C	Hedrick silt loam, 5 to 9 percent slopes	80
Mahaska County	571C2	Hedrick silt loam, 5 to 9 percent slopes, moderately eroded	77
Mahaska County	571D2	Hedrick silt loam, 9 to 14 percent slopes, moderately eroded	51
Mahaska County	571E2	Hedrick silt loam, 14 to 18 percent slopes, moderately eroded	39
Mahaska County	663D2	Seaton silt loam, 9 to 14 percent slopes, moderately eroded	46
Mahaska County	663E2	Seaton silt loam, 14 to 18 percent slopes, moderately eroded	35
Mahaska County	663F2	Seaton silt loam, 18 to 25 percent slopes, moderately eroded	18
Mahaska County	687	Watkins silt loam, 0 to 2 percent slopes	95
Mahaska County	687B	Watkins silt loam, 2 to 5 percent slopes	90
Mahaska County	716	Lawson-Quiver-Nodaway complex, 0 to 2 percent slopes, occasionally flooded	78
Mahaska County	792C2	Armstrong loam, 5 to 9 percent slopes, moderately eroded	31
Mahaska County	792D2	Armstrong loam, 9 to 14 percent slopes, moderately eroded	5
Mahaska County	822C2	Lamoni silty clay loam, 5 to 9 percent slopes, moderately eroded	38
Mahaska County	822D2	Lamoni silty clay loam, 9 to 14 percent slopes, moderately eroded	12
Mahaska County	993D2	Gara-Armstrong loams, 9 to 14 percent slopes, moderately eroded	30
Mahaska County	993E2	Gara-Armstrong loams, 14 to 18 percent slopes, moderately eroded	21
Mahaska County	1313D	Munterville silt loam, 9 to 14 percent slopes	35
Mahaska County	1313E	Munterville silt loam, 14 to 18 percent slopes	24
Mahaska County	1313F	Munterville silt loam, 18 to 25 percent slopes	7
Mahaska County	2133	Colo silty clay loam, 0 to 2 percent slopes, ponded, occasionally flooded	35
Mahaska County	5010	Pits, sand and gravel	
Mahaska County	5020	Dumps, strip mines	
Mahaska County	5030	Pits, limestone quarry	
Mahaska County	5040	Anthroportic Udorthents, 2 to 9 percent slopes	5
Mahaska County	C220	Nodaway silt loam, shallow loess, 0 to 2 percent slopes, channeled, frequently flooded	5
Mahaska County	C422	Amana complex, channeled, 0 to 2 percent slopes	5
Mahaska County	M163B	Fayette silt loam, till plain, 2 to 5 percent slopes	84
Mahaska County	M163C2	Fayette silt loam, till plain, 5 to 9 percent slopes, eroded	76
Mahaska County	M163D2	Fayette silt loam, till plain, 9 to 14 percent slopes, eroded	47
Mahaska County	M163E2	Fayette silt loam, till plain, 14 to 18 percent slopes, eroded	36
Mahaska County	RIVER	Water, rivers and streams	
Mahaska County	T75	Givin silt loam, benches, 1 to 3 percent slopes	80
Mahaska County	T76B	Ladoga silt loam, terrace, 2 to 5 percent slopes	86
Mahaska County	T76C2	Ladoga silt loam, terrace, 5 to 9 percent slopes, eroded	77
Mahaska County	T162B	Downs silt loam, benches, 2 to 5 percent slopes	90
Mahaska County	T279	Taintor silty clay loam, terrace, 0 to 2 percent slopes	83
Mahaska County	T280	Mahaska silty clay loam, terrace, 0 to 2 percent slopes	94
Mahaska County	T281B	Otley silty clay loam, terrace, 2 to 5 percent slopes	91
Mahaska County	T281C2	Otley silty clay loam, terrace, 5 to 9 percent slopes, eroded	83
Mahaska County	W	Water	
Mahaska County	WL	Water, waste lagoon	
Marion County	8B	Judson silty clay loam, dissected till plain, 2 to 5 percent slopes	93
Marion County	8C	Judson silty clay loam, dissected till plain, 5 to 9 percent slopes	87
Marion County	11B	Colo-Ely silty clay loams, 2 to 5 percent slopes	81
Marion County	13B	Nodaway-Vesser silt loams, 2 to 5 percent slopes	79
Marion County	24D2	Shelby loam, 9 to 14 percent slopes, moderately eroded	45
Marion County	24E2	Shelby loam, 14 to 18 percent slopes, moderately eroded	40
Marion County	43	Bremer silty clay loam, 0 to 2 percent slopes, rarely flooded	79
Marion County	51	Vesser silt loam, 0 to 2 percent slopes, occasionally flooded	75
Marion County	53	Riverwash, 1 to 3 percent slopes	
Marion County	54	Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded	67
Marion County	54+	Zook silt loam, 0 to 2 percent slopes, occasionally flooded, overwash	69
Marion County	63C	Chelsea loamy fine sand, 5 to 9 percent slopes	14
Marion County	63E2	Chelsea loamy fine sand, 9 to 18 percent slopes, eroded	5
Marion County	65D2	Lindley loam, 9 to 14 percent slopes, moderately eroded	33
Marion County	65E	Lindley loam, 14 to 18 percent slopes	24
Marion County	65E3	Lindley clay loam, 14 to 18 percent slopes, severely eroded	14
Marion County	65F	Lindley loam, 18 to 25 percent slopes	6
Marion County	69C2	Clearfield silty clay loam, 5 to 9 percent slopes, moderately eroded	57
Marion County	75	Givin silt loam, 0 to 2 percent slopes	84
Marion County	76B	Ladoga silt loam, 2 to 5 percent slopes	86
Marion County	76C2	Ladoga silt loam, 5 to 9 percent slopes, eroded	75
Marion County	76D2	Ladoga silt loam, 9 to 14 percent slopes, eroded	49
Marion County	80B	Clinton silt loam, 2 to 5 percent slopes	80
Marion County	80C2	Clinton silt loam, 5 to 9 percent slopes, eroded	69
Marion County	80D2	Clinton silt loam, 9 to 14 percent slopes, eroded	46
Marion County	88	Nevin silty clay loam, 0 to 2 percent slopes	95
Marion County	93D2	Shelby-Adair complex, 9 to 14 percent slopes, moderately eroded	35
Marion County	94D2	Caleb-Mystic loams, 9 to 14 percent slopes, moderately eroded	34
Marion County	98	Huntsville silt loam, 0 to 2 percent slopes	92
Marion County	119	Muscatine silty clay loam, 0 to 2 percent slopes	100
Marion County	120B	Tama silty clay loam, 2 to 5 percent slopes	95
Marion County	120C2	Tama silty clay loam, 5 to 9 percent slopes, eroded	87
Marion County	120D2	Tama silty clay loam, 9 to 14 percent slopes, eroded	62
Marion County	130	Belinda silt loam, 0 to 2 percent slopes	47
Marion County	131B	Pershing silt loam, 2 to 5 percent slopes	70
Marion County	131C2	Pershing silt loam, 5 to 9 percent slopes, moderately eroded	62
Marion County	132B	Weller silt loam, 2 to 5 percent slopes	67
Marion County	132C2	Weller silt loam, 5 to 9 percent slopes, moderately eroded	59
Marion County	133	Colo silty clay loam, deep loess, 0 to 2 percent slopes, occasionally flooded	78
Marion County	133+	Colo silt loam, deep loess, 0 to 2 percent slopes, overwash, occasionally flooded	78
Marion County	133B	Colo silty clay loam, dissected till plain, 2 to 5 percent slopes, occasionally flooded	74
Marion County	179D2	Gara loam, 9 to 14 percent slopes, moderately eroded	38
Marion County	179E2	Gara loam, 14 to 18 percent slopes, moderately eroded	24
Marion County	179F	Gara loam, 18 to 25 percent slopes	20
Marion County	185D	Bauer silt loam, 9 to 14 percent slopes	28
Marion County	185D2	Bauer silt loam, 9 to 14 percent slopes, moderately eroded	13
Marion County	185E2	Bauer silt loam, 14 to 18 percent slopes, moderately eroded	5
Marion County	208	Landes loam, 0 to 2 percent slopes	37
Marion County	212	Kennebec silt loam, 0 to 2 percent slopes	92
Marion County	222C	Clarinda silty clay loam, 5 to 9 percent slopes	31
Marion County	222C2	Clarinda silty clay loam, 5 to 9 percent slopes, moderately eroded	28
Marion County	230C	Clearfield-Arispe silty clay loams, 5 to 9 percent slopes	61
Marion County	230C2	Clearfield-Arispe silty clay loams, 5 to 9 percent slopes, moderately eroded	58
Marion County	248	Wabash silty clay loam, 0 to 2 percent slopes	54
Marion County	273B	Olmitz loam, 2 to 5 percent slopes	89
Marion County	273C	Olmitz loam, heavy till, 5 to 9 percent slopes	77
Marion County	279	Taintor silty clay loam, 0 to 2 percent slopes	83
Marion County	280	Mahaska silty clay loam, 0 to 2 percent slopes	94
Marion County	281B	Otley silty clay loam, 2 to 5 percent slopes	91
Marion County	281C2	Otley silty clay loam, 5 to 9 percent slopes, eroded	82
Marion County	281D2	Otley silty clay loam, 9 to 14 percent slopes, eroded	54
Marion County	315	Alluvial land-Landes complex, 0 to 2 percent slopes	21
Marion County	362	Haig silt loam, 0 to 2 percent slopes	83
Marion County	364B	Grundy silty clay loam, 2 to 5 percent slopes	72
Marion County	368	Macksburg silty clay loam, 0 to 2 percent slopes	93
Marion County	368B	Macksburg silty clay loam, 2 to 5 percent slopes	89
Marion County	369	Winterset silty clay loam, 0 to 2 percent slopes	86
Marion County	370B	Sharpsburg silty clay loam, 2 to 5 percent slopes	91
Marion County	370C	Sharpsburg silty clay loam, 5 to 9 percent slopes	81
Marion County	370C2	Sharpsburg silty clay loam, 5 to 9 percent slopes, eroded	80
Marion County	370D2	Sharpsburg silty clay loam, 9 to 14 percent slopes, eroded	54
Marion County	373E	Tallula-Downs silt loams, 12 to 20 percent slopes	43
Marion County	428B	Ely silty clay loam, 2 to 5 percent slopes	88
Marion County	430	Ackmore silt loam, 0 to 2 percent slopes, occasionally flooded	77
Marion County	453	Tuskeego silt loam, 0 to 2 percent slopes	81
Marion County	478G	Munterville-Rock outcrop complex, 25 to 60 percent slopes	5
Marion County	485	Spillville loam, 0 to 2 percent slopes, occasionally flooded	76
Marion County	570B	Nira silty clay loam, 2 to 5 percent slopes	80
Marion County	570C2	Nira silty clay loam, 5 to 9 percent slopes, moderately eroded	72
Marion County	716	Lawson-Quiver-Nodaway complex, 0 to 2 percent slopes, occasionally flooded	78
Marion County	822D2	Lamoni silty clay loam, 9 to 14 percent slopes, moderately eroded	10
Marion County	831B	Pershing silt loam, terrace, 2 to 5 percent slopes	71
Marion County	870B	Sharpsburg silty clay loam, terrace, 2 to 5 percent slopes	91
Marion County	870C	Sharpsburg silty clay loam, terrace, 5 to 9 percent slopes	83
Marion County	876B	Ladoga silt loam, terrace, 2 to 5 percent slopes	86
Marion County	993D2	Gara-Armstrong complex, 9 to 14 percent slopes, moderately eroded	34
Marion County	993E2	Gara-Armstrong complex, 14 to 18 percent slopes, moderately eroded	23
Marion County	1075	Givin silt loam, benches, 0 to 2 percent slopes	86
Marion County	1220	Nodaway silt loam, 0 to 2 percent slopes, channeled, frequently flooded	28
Marion County	1313D2	Munterville silt loam, 9 to 14 percent slopes, moderately eroded	34
Marion County	1313E2	Munterville silt loam, 14 to 18 percent slopes, moderately eroded	22
Marion County	1313F2	Munterville silt loam, 18 to 25 percent slopes, moderately eroded	5
Marion County	1315	Alluvial land-Landes complex, channeled, 0 to 2 percent slopes	5
Marion County	1368	Macksburg silty clay loam, terrace, 0 to 2 percent slopes	94
Marion County	1541	Quiver-Colo silty clay loams, 0 to 2 percent slopes, frequently flooded	12
Marion County	1542	Quiver-Colo silty clay loams, 0 to 2 percent slopes, occasionally flooded	76
Marion County	1716	Lawson-Quiver-Nodaway complex, 0 to 2 percent slopes, channeled, frequently flooded	11
Marion County	1820	Dockery-Quiver silt loams, 0 to 2 percent slopes, occasionally flooded	87
Marion County	2133	Colo silty clay loam, 0 to 2 percent slopes, ponded, occasionally flooded	35
Marion County	5010	Pits, sand and gravel	
Marion County	5011	Anthroportic Udorthents, reclaimed sand and gravel pits, 0 to 9 percent slopes	5
Marion County	5020	Dumps, strip mines	
Marion County	5030	Pits, limestone quarry	
Marion County	5040	Anthroportic Udorthents, 2 to 9 percent slopes	5
Marion County	5053	Psammaquents, 0 to 2 percent slopes, frequently flooded	5
Marion County	5080	Anthroportic Udorthents, sanitary landfill	5
Marion County	6055	Zook silty clay loam, 0 to 2 percent slopes, frequently flooded, flood pool	5
Marion County	LAKE	Water, lakes and reservoirs	
Marion County	M162B	Downs silt loam, till plain, 2 to 5 percent slopes	90
Marion County	M162C2	Downs silt loam, till plain, 5 to 9 percent slopes, eroded	82
Marion County	M162D2	Downs silt loam, till plain, 9 to 14 percent slopes, eroded	57
Marion County	M163B	Fayette silt loam, till plain, 2 to 5 percent slopes	84
Marion County	M163C2	Fayette silt loam, till plain, 5 to 9 percent slopes, eroded	76
Marion County	M163D2	Fayette silt loam, till plain, 9 to 14 percent slopes, eroded	47
Marion County	M163E2	Fayette silt loam, till plain, 14 to 18 percent slopes, eroded	36
Marion County	M163F2	Fayette silt loam, till plain, 18 to 25 percent slopes, eroded	18
Marion County	RIVER	Water, rivers and streams	
Marion County	S54	Zook silty clay loam, heavy till, 0 to 2 percent slopes, occasionally flooded	68
Marion County	S54+	Zook silt loam, heavy till, 0 to 2 percent slopes, occasionally flooded, overwash	68
Marion County	S65D2	Lindley loam, 9 to 14 percent slopes, moderately eroded	37
Marion County	S88	Nevin silty clay loam, heavy till, 0 to 2 percent slopes, rarely flooded	95
Marion County	S179F	Gara loam, 18 to 25 percent slopes	19
Marion County	S453	Tuskeego silt loam, 0 to 2 percent slopes, rarely flooded	81
Marion County	S870C	Sharpsburg silty clay loam, benches, 5 to 9 percent slopes	86
Marion County	S993D2	Gara-Armstrong complex, 9 to 14 percent slopes, moderately eroded	32
Marion County	W	Water	
Marion County	WL	Water, waste lagoon	
Marion County	Y11B	Colo, occasionally flooded-Ely silty clay loams, dissected till plain, 2 to 5 percent slopes	80
Marion County	Y24D2	Shelby clay loam, dissected till plain, 9 to 14 percent slopes, eroded	49
Marion County	Y51	Vesser silt loam, dissected till plain, 0 to 2 percent slopes, occasionally flooded	74
Marion County	Y88	Nevin silty clay loam, 0 to 2 percent slopes, rarely flooded	95
Marion County	Y93D2	Shelby-Adair clay loams, dissected till plain, 9 to 14 percent slopes, eroded	35
Marion County	Y179D2	Gara loam, dissected till plain, 9 to 14 percent slopes, eroded	43
Marion County	Y179E2	Gara loam, dissected till plain, 14 to 18 percent slopes, eroded	32
Marion County	Y212	Kennebec silt loam, 0 to 2 percent slopes, occasionally flooded	91
Marion County	Y369	Winterset silty clay loam, 0 to 2 percent slopes	83
Marion County	Y428B	Ely silty clay loam, dissected till plain, 2 to 5 percent slopes	88
Marshall County	5B	Ackmore-Colo complex, 2 to 5 percent slopes	77
Marshall County	6	Okoboji silty clay loam, 0 to 1 percent slopes	59
Marshall County	7	Wiota silty clay loam, 0 to 2 percent slopes, rarely flooded	100
Marshall County	8B	Judson silty clay loam, 2 to 5 percent slopes	93
Marshall County	8C	Judson silty clay loam, 5 to 9 percent slopes	89
Marshall County	11B	Colo-Ely complex, 0 to 5 percent slopes	86
Marshall County	20C2	Killduff silty clay loam, 5 to 9 percent slopes, eroded	81
Marshall County	20D2	Killduff silty clay loam, 9 to 14 percent slopes, eroded	55
Marshall County	20D3	Killduff silty clay loam, 9 to 14 percent slopes, severely eroded	51
Marshall County	20E2	Killduff silty clay loam, 14 to 18 percent slopes, eroded	44
Marshall County	20E3	Killduff silty clay loam, 14 to 18 percent slopes, severely eroded	39
Marshall County	24D2	Shelby loam, 9 to 14 percent slopes, moderately eroded	48
Marshall County	24D3	Shelby clay loam, 9 to 14 percent slopes, severely eroded	41
Marshall County	24E2	Shelby loam, 14 to 18 percent slopes, moderately eroded	37
Marshall County	24E3	Shelby clay loam, 14 to 18 percent slopes, severely eroded	30
Marshall County	24F2	Shelby loam, 18 to 25 percent slopes, moderately eroded	21
Marshall County	41B	Sparta loamy fine sand, 2 to 5 percent slopes	39
Marshall County	41C	Sparta loamy fine sand, 5 to 9 percent slopes	34
Marshall County	41D	Sparta loamy fine sand, 9 to 14 percent slopes	8
Marshall County	43	Bremer silty clay loam, 0 to 2 percent slopes, rarely flooded	79
Marshall County	51	Vesser silt loam, 0 to 2 percent slopes	73
Marshall County	54	Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded	60
Marshall County	63C	Chelsea loamy fine sand, 5 to 9 percent slopes	14
Marshall County	63E	Chelsea loamy fine sand, 9 to 18 percent slopes	5
Marshall County	65F	Lindley loam, 18 to 25 percent slopes	13
Marshall County	65G	Lindley loam, 25 to 40 percent slopes	5
Marshall County	88	Nevin silty clay loam, 1 to 3 percent slopes	95
Marshall County	93D2	Shelby-Adair complex, 9 to 14 percent slopes, moderately eroded	38
Marshall County	93E2	Shelby-Adair complex, 14 to 18 percent slopes, moderately erode	31
Marshall County	118	Garwin silty clay loam, 0 to 2 percent slopes	90
Marshall County	119	Muscatine silty clay loam, 0 to 2 percent slopes	100
Marshall County	120	Tama silty clay loam, 0 to 2 percent slopes	100
Marshall County	120B	Tama silty clay loam, 2 to 5 percent slopes	95
Marshall County	120C	Tama silty clay loam, 5 to 9 percent slopes	90
Marshall County	120C2	Tama silty clay loam, 5 to 9 percent slopes, eroded	87
Marshall County	120D2	Tama silty clay loam, 9 to 14 percent slopes, eroded	62
Marshall County	120E2	Tama silty clay loam, 14 to 18 percent slopes, eroded	50
Marshall County	122	Sperry silt loam, depressional, 0 to 1 percent slopes	36
Marshall County	133	Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded	78
Marshall County	133+	Colo silt loam, 0 to 2 percent slopes, occasionally flooded, overwash	78
Marshall County	133B	Colo silty clay loam, 2 to 5 percent slopes, occasionally flooded	75
Marshall County	135	Coland clay loam, 0 to 2 percent slopes, occasionally flooded	76
Marshall County	138D2	Clarion loam, 9 to 14 percent slopes, moderately eroded	56
Marshall County	138E2	Clarion loam, 14 to 18 percent slopes, moderately eroded	44
Marshall County	150	Hanska loam, 0 to 2 percent slopes	55
Marshall County	175B	Dickinson fine sandy loam, 2 to 5 percent slopes	50
Marshall County	175C	Dickinson fine sandy loam, 5 to 9 percent slopes	45
Marshall County	175D2	Dickinson fine sandy loam, 9 to 14 percent slopes, eroded	7
Marshall County	177	Saude loam, 0 to 2 percent slopes	60
Marshall County	177C2	Saude loam, 5 to 9 percent slopes, eroded	45
Marshall County	178	Waukee loam, 0 to 2 percent slopes	69
Marshall County	179E	Gara loam, 14 to 18 percent slopes	35
Marshall County	179E2	Gara loam, 14 to 18 percent slopes, moderately eroded	32
Marshall County	179F	Gara loam, 18 to 25 percent slopes	19
Marshall County	192D2	Adair clay loam, 9 to 14 percent slopes, moderately eroded	15
Marshall County	201B	Coland-Terril complex, 2 to 5 percent slopes	75
Marshall County	220	Nodaway silt loam, shallow loess, 0 to 2 percent slopes, occasionally flooded	77
Marshall County	222D2	Clarinda silty clay loam, 9 to 14 percent slopes, moderately eroded	19
Marshall County	236D2	Lester loam, Bemis moraine, 10 to 16 percent slopes, moderately eroded	49
Marshall County	236F	Lester loam, Bemis moraine, 10 to 22 percent slopes	36
Marshall County	323C	Terril loam, sandy substratum, 5 to 9 percent slopes	75
Marshall County	377C	Dinsdale silty clay loam, 5 to 9 percent slopes	90
Marshall County	377C2	Dinsdale silty clay loam, 5 to 9 percent slopes, eroded	85
Marshall County	377D2	Dinsdale silty clay loam, 9 to 14 percent slopes, eroded	62
Marshall County	420B	Tama silty clay loam, terrace, 2 to 5 percent slopes	95
Marshall County	420C2	Tama silty clay loam, terrace, 5 to 9 percent slopes, eroded	87
Marshall County	428B	Ely silty clay loam, 2 to 5 percent slopes	88
Marshall County	430	Ackmore silt loam, 0 to 2 percent slopes, occasionally flooded	70
Marshall County	442B	Dickinson-Sparta-Tama complex, 2 to 5 percent slopes	57
Marshall County	442C2	Dickinson-Sparta-Tama complex, 5 to 12 percent slopes, moderately eroded	35
Marshall County	442E2	Dickinson-Sparta-Tama complex, 12 to 18 percent slopes, moderately eroded	16
Marshall County	462B	Downs silt loam, benches, 2 to 5 percent slopes	90
Marshall County	484	Lawson silty clay loam, 0 to 2 percent slopes	84
Marshall County	485	Spillville loam, 0 to 2 percent slopes, occasionally flooded	88
Marshall County	536	Hanlon fine sandy loam, 0 to 2 percent slopes	70
Marshall County	595	Harpster silty clay loam, 0 to 2 percent slopes	76
Marshall County	683C2	Liscomb loam, 5 to 9 percent slopes, eroded	83
Marshall County	683D	Liscomb loam, 9 to 14 percent slopes	58
Marshall County	683D2	Liscomb loam, 9 to 14 percent slopes, eroded	55
Marshall County	683E	Liscomb loam, 14 to 18 percent slopes	46
Marshall County	683E2	Liscomb loam, 14 to 18 percent slopes, eroded	43
Marshall County	688	Koszta silt loam, 1 to 3 percent slopes	89
Marshall County	1133	Colo silty clay loam, channeled, 0 to 2 percent slopes, frequently flooded	5
Marshall County	1220	Nodaway silt loam, shallow loess, 0 to 2 percent slopes, channeled, frequently flooded	5
Marshall County	1226	Lawler loam, 0 to 2 percent slopes, rarely flooded	59
Marshall County	1485	Spillville loam, 0 to 2 percent slopes, frequently flooded, channeled	5
Marshall County	1936	Colo-Hanlon-Lawson complex, channeled, 0 to 2 percent slopes	20
Marshall County	2133	Colo silty clay loam, 0 to 2 percent slopes, ponded, occasionally flooded	35
Marshall County	4011B	Colo-Ely-Urban land complex, 2 to 5 percent slopes	83
Marshall County	4119	Muscatine-Urban land complex, 1 to 3 percent slopes	92
Marshall County	4120B	Tama-Urban land complex, 2 to 5 percent slopes	95
Marshall County	4120C	Tama-Urban land complex, 5 to 9 percent slopes	90
Marshall County	4133	Colo, occasionally flooded-Urban land complex, 0 to 2 percent slopes	78
Marshall County	5010	Pits, sand and gravel	
Marshall County	5030	Pits, limestone quarry	
Marshall County	5040	Anthroportic Udorthents, 2 to 9 percent slopes	5
Marshall County	5080	Anthroportic Udorthents, sanitary landfill	5
Marshall County	L55	Nicollet loam, 1 to 3 percent slopes	91
Marshall County	L62D2	Storden loam, Bemis moraine, 10 to 16 percent slopes, moderately eroded	41
Marshall County	L95	Harps clay loam, Bemis moraine, 0 to 2 percent slopes	75
Marshall County	L107	Webster clay loam, Bemis moraine, 0 to 2 percent slopes	88
Marshall County	L138B	Clarion loam, Bemis moraine, 2 to 6 percent slopes	88
Marshall County	L138C	Clarion loam, Bemis moraine, 6 to 10 percent slopes	84
Marshall County	L138C2	Clarion loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded	83
Marshall County	L236C	Lester loam, Bemis moraine, 6 to 10 percent slopes	81
Marshall County	L236C2	Lester loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded	77
Marshall County	L507	Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes	87
Marshall County	M162B	Downs silt loam, till plain, 2 to 5 percent slopes	90
Marshall County	M162C	Downs silt loam, till plain, 5 to 9 percent slopes	85
Marshall County	M162C2	Downs silt loam, till plain, 5 to 9 percent slopes, eroded	82
Marshall County	M162D	Downs silt loam, till plain, 9 to 14 percent slopes	60
Marshall County	M162D2	Downs silt loam, till plain, 9 to 14 percent slopes, eroded	57
Marshall County	M162E2	Downs silt loam, till plain, 14 to 18 percent slopes, eroded	45
Marshall County	M163B	Fayette silt loam, till plain, 2 to 5 percent slopes	84
Marshall County	M163C	Fayette silt loam, till plain, 5 to 9 percent slopes	79
Marshall County	M163D	Fayette silt loam, till plain, 9 to 14 percent slopes	50
Marshall County	M163E	Fayette silt loam, till plain, 14 to 18 percent slopes	39
Marshall County	M163F	Fayette silt loam, till plain, 18 to 25 percent slopes	21
Marshall County	RIVER	Water, rivers and streams	
Marshall County	W	Water	
Marshall County	WL	Water, waste lagoon	
Mills County	1C	Ida silt loam, 5 to 9 percent slopes	65
Mills County	1C3	Ida silt loam, 5 to 9 percent slopes, severely eroded	58
Mills County	1D	Ida silt loam, 9 to 14 percent slopes	41
